Value
0.25827762484550476
0.26060131192207336
0.2616521716117859
0.2608517110347748
0.2578849494457245
0.25339749455451965
0.24731500446796417
0.2407759428024292
0.23441527783870697
0.22703984379768372
0.21872924268245697
0.20874431729316711
0.19552093744277954
0.17976953089237213
0.16231432557106018
0.1430668830871582
0.12374483793973923
0.10566937178373337
0.0875391811132431
0.06978193670511246
0.05264433100819588
0.03482681140303612
0.016613351181149483
-0.00043739620014093816
-0.016387389972805977
-0.0301929023116827
-0.040301159024238586
-0.047352708876132965
-0.051206596195697784
-0.05263599753379822
-0.05331720784306526
-0.05365309491753578
-0.05429339036345482
-0.05552493408322334
-0.05646147578954697
-0.05651651322841644
-0.05519237369298935
-0.05146162584424019
-0.04553757980465889
-0.037816986441612244
-0.02894323319196701
-0.020490549504756927
-0.013572881929576397
-0.008253938518464565
-0.0052506569772958755
-0.003739507170394063
-0.003148176008835435
-0.004256379324942827
-0.006693264935165644
-0.010356953367590904
-0.01651087962090969
-0.024405840784311295
-0.032446954399347305
-0.04101871699094772
-0.04832843691110611
-0.05307234823703766
-0.05672035366296768
-0.05915922671556473
-0.06003536656498909
-0.062128983438014984
-0.06498294323682785
-0.0676184594631195
-0.07210185378789902
-0.07766489684581757
-0.08215905725955963
-0.08792993426322937
-0.09447785466909409
-0.09957493841648102
-0.10650378465652466
-0.11423207819461823
-0.12048014253377914
-0.12686893343925476
-0.1324414759874344
-0.13544975221157074
-0.13894812762737274
-0.143579363822937
-0.14915385842323303
-0.15800181031227112
-0.1691213846206665
-0.1800149828195572
-0.191557839512825
-0.2021283358335495
-0.2102452665567398
-0.2184218317270279
-0.226807102560997
-0.23458240926265717
-0.24430513381958008
-0.25476112961769104
-0.264509379863739
-0.27521583437919617
-0.28515031933784485
-0.29160961508750916
-0.2957845628261566
-0.29536548256874084
-0.28918033838272095
-0.2804112136363983
-0.26980626583099365
-0.25776252150535583
-0.24844160676002502
-0.2403140813112259
-0.23217101395130157
-0.22610747814178467
-0.22025637328624725
